id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
15072,15110,20150,972,,58Zet Ari,,3.24836,21.044441,80.3859,-29.83,-77.15,7.0,4.87,0.344,A1V,-0.007,49.491233,56.385083,28.865954,0.00002027,0.00000547,-0.00002549,0.850418756575692,0.3672947872046525,-0.0000001446199209,-0.000000374033754,Zet,58,Ari,1,15072,,63.4453795775714,,,
15080,15118,20063,966,,,,3.249049,42.503637,72.8863,52.72,7.23,22.0,6.07,1.757,K2III,1.093,35.4396,40.390895,49.244815,-0.0000042,0.00002346,0.00001709,0.8505990544455084,0.7418284087052538,0.0000002555937724,0.000000035052029,,,Per,1,15080,,17.266328527432357,,,
15087,15125,20293,980,,,,3.250075,-26.100459,199.6008,-10.7,-21.75,-2.0,6.25,-0.251,A1V,0.038,118.18265,134.766829,-87.813639,0.00000047,-0.00001517,-0.000018,0.8508677210931915,-0.45553895066103123,-0.0000000518750638,-0.000000105446975,,,For,1,15087,,109.74885550989477,,,
15093,15131,20407,,Gl 132,,,3.251784,-45.664823,24.1896,-132.56,141.62,4.0,6.75,4.832,G3V,0.586,11.140358,12.715058,-17.301971,0.0000214,0.00000084,0.00000868,0.8513151006461193,-0.7970015123100774,-0.0000006426690149,0.000000686593134,,,Hor,1,15093,,1.0167168004663756,,,
15096,15135,19615,,,,,3.252099,73.868145,289.0173,-7.47,-29.8,0.0,6.57,-0.735,K0,1.465,52.914386,60.404105,277.637194,0.0000343,0.00002327,-0.0000116,0.8513974031136581,1.2892423498483352,-0.0000000362155819,-0.000000144474476,,,Cas,1,15096,,171.39573075084252,,,
15102,15140,20586,,,,,3.253071,-64.443882,109.529,-27.17,-57.26,0.0,6.62,1.422,F5m,0.485,31.125745,35.549607,-98.813032,-0.00000721,-0.00003014,-0.00001312,0.8516518684160761,-1.1247579220377388,-0.000000131723877,-0.000000277604313,,,Ret,1,15102,,23.50715115938293,,,
15116,15154,20149,971,,,,3.255677,30.556689,159.7444,-16.56,6.01,-3.0,5.61,-0.407,A1Vs,0.012,90.545888,103.557859,81.212541,0.00000636,-0.00001221,0.00000245,0.8523342985049769,0.5333148379513926,-0.0000000802851455,0.000000029137302,,,Ari,1,15116,,126.70682249985478,,,
15135,15173,20290,,,,,3.258822,-8.770095,149.0313,10.82,-12.34,14.5,6.61,0.744,K0,1.154,96.858355,110.961703,-22.722826,0.00000286,0.00001516,-0.00001107,0.853157530997352,-0.15306703947757003,0.0000000524568402,-0.000000059826008,,,Eri,1,15135,,43.89347855347172,,,
15149,15187,19321,,,,,3.262613,80.130346,185.5288,-24.73,-57.61,0.0,6.7,0.358,K0,1.069,20.888911,23.978254,182.78302,0.0000503,0.00002388,-0.00000888,0.854150045923797,1.3985383711148414,-0.0000001198944232,-0.000000279301161,,,Cep,1,15149,,62.632536475822285,,,
15153,15191,20193,975,,,,3.263095,32.856712,54.7945,-8.95,19.02,14.0,6.3,2.606,F4Vwvar,0.366,30.230295,34.710373,29.728273,0.00000789,0.00000544,0.00001201,0.8542763533302864,0.5734578088511676,-0.0000000433908244,0.000000092211562,,,Per,1,15153,,7.899507213358164,,,
15154,15192,20041,964,,,,3.263325,57.14062,877.193,-1.95,-2.0,-12.0,5.79,-3.925,A0Ia,0.644,312.563108,358.928083,736.846188,0.00000657,-0.00000508,-0.00001492,0.8543365912786658,0.9972919601576112,-0.0000000094538668,-0.000000009696273,,,Per,1,15154,,3235.936569296281,,,
15156,15193,20096,,,,,3.263519,50.95589,134.9528,30.43,-35.3,0.0,6.46,0.809,A0,0.1,55.823907,64.111363,104.812609,-0.00000324,0.0000266,-0.00001455,0.8543871488770262,0.8893480475317462,0.000000147528803,-0.000000171139229,,,Per,1,15156,,41.342810804713444,V572,6.635,6.445
15159,15197,20320,984,,13Zet Eri,Zibal,3.263896,-8.81973,33.6474,-3.82,45.52,-4.0,4.8,2.165,A5m,0.232,21.831836,25.077889,-5.15902,-0.00000144,-0.0000026,0.00000796,0.8544858979510274,-0.15393332498711373,-0.0000000185198826,0.000000220687187,Zet,13,Eri,1,15159,,11.857687481671597,,,
15163,15201,21024,1025,,Iot Hyi,,3.265951,-77.388454,29.7089,113.2,62.0,19.0,5.51,3.146,F4III,0.438,4.256475,4.894832,-28.992273,-0.0000038,0.00002047,-0.00001701,0.8550240060795059,-1.3506833278857913,0.0000005488090864,0.000000300584481,Iot,,Hyi,1,15163,,4.803966829296808,,,
15165,15203,20319,983,,,,3.266904,-5.918705,201.6129,9.79,-3.59,7.0,6.17,-0.353,B9V,-0.018,131.555492,151.356284,-20.789779,-0.00000279,0.00001138,-0.00000423,0.8552734963035191,-0.10330089829209625,0.0000000474632593,-0.000000017404811,,,Eri,1,15165,,120.55910077295344,,,
15166,15204,20210,976,,,,3.267182,34.688513,60.9385,41.49,-39.41,25.0,6.25,2.326,A1m,0.29,32.86827,37.820955,34.681123,0.00000889,0.00002891,0.00000498,0.8553462780554656,0.6054287631806288,0.0000002011491961,-0.000000191065071,,,Per,1,15166,,10.2235093850323,V423,6.259,6.239
15171,15209,20162,973,,,,3.267903,45.346133,326.7974,31.94,-33.74,-3.0,6.15,-1.421,M2III,1.674,150.62771,173.390873,232.47241,-0.00001468,0.00006026,-0.00003975,0.8555350049330338,0.7914393287088187,0.0000001548494896,-0.000000163576135,,,Per,1,15171,,322.4036871918187,,,
15180,15218,20423,990,,,,3.269807,-30.827468,160.7717,24.26,10.25,20.0,6.64,0.609,B9V,-0.035,90.487907,104.267473,-82.388288,-0.00000008,0.00002875,-0.00000362,0.8560334801382404,-0.5380408111827325,0.0000001176157989,0.000000049693402,,,For,1,15180,,49.70499105762348,,,
15181,15219,20123,969,,,,3.270057,50.937664,242.1308,-1.31,-19.23,2.0,5.04,-1.88,G5II,1.107,100.000889,115.244263,188.005093,0.00001349,0.0000132,-0.00001264,0.8560988214282318,0.8890299472403874,-0.0000000063510592,-0.00000009322967,,,Per,1,15181,,492.0395356814511,,,
15192,15230,20356,,,,,3.272701,-5.730464,458.7156,22.06,-20.18,0.0,6.3,-2.008,K5,1.648,298.896015,344.939607,-45.802202,-0.00004001,0.00002874,-0.00004465,0.8567911308116068,-0.10001545905975,0.0000001069498979,-0.0000000978354,,,Eri,1,15192,,553.6049950434,,,
15194,15232,19967,,,,,3.273586,66.380267,178.8909,35.82,-28.62,4.0,6.7,0.437,A0,0.049,46.925018,54.179208,163.904311,-0.00000752,0.00003877,-0.0000062,0.8570227655272782,1.1585542149053438,0.0000001736602604,-0.000000138753675,,,Cas,1,15194,,58.23713479437511,,,
15203,15241,20277,978,,,,3.276442,32.184018,134.5895,-4.1,-83.07,19.0,5.98,0.335,G8IV,0.988,74.510695,86.159067,71.68787,0.00003166,0.00003253,-0.00003552,0.8577704130730921,0.5617170720711651,-0.0000000198773609,-0.000000402734724,,,Per,1,15203,,63.973483548264824,V573,6.024,5.944
15206,15244,20395,988,,14    Eri,,3.276602,-9.154676,34.1763,1.48,28.93,-5.0,6.14,3.471,F1V,0.407,22.069736,25.522094,-5.437451,-0.00000299,-0.00000308,0.00000555,0.8578123017833716,-0.15977923875477626,0.0000000071752425,0.000000140256597,,14,Eri,1,15206,,3.5612298094276196,,,
15241,15279,20402,,,,,3.285834,6.799888,65.0618,48.41,-31.95,0.0,6.96,2.893,A3,0.263,42.138926,48.969435,7.703449,-0.0000108,0.00001086,-0.00001001,0.8602294156101492,0.11868044064276251,0.0000002346983028,-0.00000015489797,,,Cet,1,15241,,6.0645698151013665,,,
15244,15282,20283,979,,,,3.286515,40.482979,197.6285,13.9,-31.11,-8.0,6.44,-0.039,B9p,-0.027,98.025299,113.955818,128.304747,-0.00000154,0.00001864,-0.00002798,0.860407637654639,0.70656126727656,0.0000000673891016,-0.000000150825536,,,Per,1,15244,,90.28175649662565,,,
15253,15291,20520,,,,,3.288168,-23.520269,229.3578,-1.69,5.36,0.0,6.61,-0.193,K3III,1.503,137.075239,159.491461,-91.530613,0.00000298,0.00000058,0.00000546,0.860840484308177,-0.4105061406223863,-0.0000000081933512,0.000000025986013,,,Eri,1,15253,,104.03991770513517,,,
15259,15296,19597,,,,,3.289336,78.874997,183.4862,-12.79,-1.5,0.0,6.76,0.442,F0,0.257,23.067993,26.856828,180.03823,0.00000948,-0.00000642,-0.00000026,0.8611460544328897,1.3766283963682062,-0.0000000620076697,-0.000000007272205,,,Cep,1,15259,,57.96955946535209,,,
15267,15305,20640,998,,,,3.290722,-47.751664,156.9859,-6.9,30.31,-9.0,5.84,-0.139,K2III,1.228,68.743149,80.09309,-116.206815,0.00001107,0.00000484,0.00002232,0.8615089152937403,-0.8334237592135225,-0.000000033452144,0.000000146947026,,,Hor,1,15267,,98.99197750805841,,,
15271,15309,20104,967,,,,3.292093,65.658367,168.9189,-10.33,6.88,-6.0,6.41,0.272,A3V,0.079,45.32695,52.849049,153.902638,0.00000143,-0.00001132,-0.00000327,0.8618679007890345,1.1459546798578337,-0.0000000500812532,0.000000033355181,,,Cam,1,15271,,67.79536449241948,,,
15285,15323,20367,,,,,3.29446,31.127048,26.6809,-103.09,-56.65,5.3,6.4,4.269,G0,0.574,14.858261,17.345756,13.792382,0.00001561,-0.00000227,-0.00000347,0.8624876237987963,0.5432694688391876,-0.0000004997944233,-0.00000027464695,,,Ari,1,15285,,1.707654472813874,,,
15293,15330,20766,1006,Gl 136,Zet1Ret,,3.295903,-62.575322,12.0077,1337.83,648.71,12.2,5.53,5.133,G2V,0.641,3.596056,4.201871,-10.658337,-0.00003363,0.00008047,0.00000632,0.8628652913500475,-1.0921454009452638,0.0000064859828626,0.000003145034827,Zet-1,,Ret,1,15293,,0.7705485366297148,,,
15296,15334,20346,986,,,,3.296042,39.283373,153.3742,22.23,-16.69,27.0,5.97,0.041,A2IV,0.056,77.193027,90.192048,97.109991,0.00000645,0.00003295,0.00000788,0.8629017090232104,0.6856242019902238,0.0000001077740812,-0.000000080915403,,,Per,1,15296,,83.86871712481636,,,
15300,15338,20315,982,,30    Per,,3.296485,44.025024,224.2152,26.61,-23.72,-1.0,5.49,-1.263,B8V...,-0.06,104.815983,122.495444,155.823388,-0.0000108,0.00003186,-0.00001925,0.8630178508280535,0.7683816257692062,0.0000001290089204,-0.000000114997805,,30,Per,1,15300,,278.7404520323769,,,
15315,15353,20888,1014,,,,3.299728,-66.926853,54.9451,57.15,13.07,24.0,6.03,2.33,A3V,0.133,13.985926,16.373182,-50.54998,-0.00000325,0.00001964,-0.00002122,0.8638668973714113,-1.168093943554955,0.0000002770710184,0.000000063365148,,,Ret,1,15315,,10.185913880541165,,,
15319,15357,20606,993,,,,3.300717,-28.797075,62.3053,155.37,-16.12,42.0,5.93,1.957,F3V+...,0.337,35.452294,41.525171,-30.013201,-0.00001277,0.00005731,-0.00002496,0.8641257919813854,-0.5026037758296937,0.0000007532550155,-0.000000078151965,,,For,1,15319,,14.361506529074772,,,
15333,15371,20807,1010,Gl 138,Zet2Ret,,3.303309,-62.506363,12.0322,1331.1,646.84,11.5,5.24,4.838,G1V,0.6,3.603559,4.227199,-10.6734,-0.00003384,0.00007997,0.00000698,0.8648043478553914,-1.0909418392729038,0.0000064533549019,0.000003135968811,Zet-2,,Ret,1,15333,,1.0111137119549065,,,
15344,15382,20610,994,,15    Eri,,3.30614,-22.511118,78.3085,12.55,13.07,24.0,4.86,0.391,K0III,0.904,46.893889,55.084739,-29.981486,0.0000123,0.0000218,-0.00000481,0.8655453483860229,-0.392893126554955,0.0000000608441169,0.000000063365148,,15,Eri,1,15344,,60.75751461057411,,,
15345,15383,20559,992,,95    Cet,,3.306229,-0.930288,67.1592,251.68,-60.59,20.0,5.62,1.484,K1IV,1.05,43.527447,51.132715,-1.090392,-0.00004934,0.00006844,-0.00002006,0.8655688135668731,-0.01623659330032875,0.0000012201790712,-0.000000293748609,,95,Cet,1,15345,,22.202403953450766,,,
15361,15399,20393,,,,,3.309039,44.719553,157.4803,33.65,-27.11,-28.0,6.95,0.964,A0,0.109,72.470923,85.260397,110.808827,-0.00002332,0.00001223,-0.00003486,0.8663045044732807,0.780503445961355,0.0000001631398035,-0.000000131432988,,,Per,1,15361,,35.84264080437145,,,
15366,15404,20365,987,,29    Per,,3.310482,50.222174,195.3125,22.45,-25.1,-4.0,5.16,-1.294,B3V,-0.073,80.896077,95.245242,150.103721,-0.00000607,0.00002569,-0.00001835,0.8666820673558737,0.8765422962279612,0.0000001088406713,-0.000000121688233,,29,Per,1,15366,,286.8137712668468,,,
15373,15411,20631,997,,,,3.311429,-18.559794,36.9686,124.9,-63.27,18.0,5.72,2.881,F3V,0.381,22.680766,26.717246,-11.76694,-0.00000811,0.00002504,-0.00001661,0.8669301484075114,-0.3239295099891312,0.000000605532287,-0.000000306741615,,,Eri,1,15373,,6.1319696971568245,,,
15378,15416,20468,991,,,,3.312174,34.222653,361.0108,1.29,-8.68,2.0,4.85,-2.938,K2II,1.491,193.13896,227.601514,203.036213,0.0000049,0.00000926,-0.00001141,0.8671249977233442,0.5972979657840137,0.0000000062540965,-0.000000042081827,,,Per,1,15378,,1303.7670471382141,,,
15405,15444,20418,989,,31    Per,,3.318787,50.094966,171.8213,22.38,-25.26,3.0,5.05,-1.125,B5V,-0.067,71.173116,84.167847,131.805651,-0.00000254,0.00002586,-0.00001114,0.8688562823863899,0.8743220964405687,0.0000001085013017,-0.000000122463935,,31,Per,1,15405,,245.4708915685031,,,
15419,15457,20630,996,Gl 137,96Kap1Cet,,3.322693,3.370198,9.1399,268.88,93.53,18.9,4.84,5.035,G5Vvar,0.681,5.88441,6.973226,0.537318,0.00000318,0.00002224,0.00000527,0.8698790592114625,0.05882104865455625,0.0000013035670243,0.000000453446235,Kap-1,96,Cet,1,15419,,0.843334757764275,Kap-1,4.864,4.824
15436,15474,20720,1003,,16Tau4Eri,,3.325278,-21.757864,93.3707,51.35,32.2,42.0,3.7,-1.151,M3/M4III,1.614,55.881991,66.313063,-34.611249,0.00001142,0.00004962,-0.00000239,0.8705556573284685,-0.37974636103745624,0.000000248951825,0.000000156110005,Tau-4,16,Eri,1,15436,,251.42010301590201,Tau-4,3.73,3.66
15441,15479,20729,1004,,,,3.326363,-24.122902,299.4012,5.94,-22.68,15.0,5.63,-1.751,M1III,1.663,176.026541,209.004515,-122.363918,-0.00000624,0.00000597,-0.00003631,0.8708397799819104,-0.4210240631127425,0.0000000287979326,-0.000000109955742,,,For,1,15441,,436.91806338528767,,,
15471,15510,20794,1008,Gl 139,,82 G. Eri,3.331944,-43.069784,6.0434,3038.08,726.34,86.7,4.26,5.354,G8V,0.711,2.839238,3.381499,-4.127499,-0.00001715,0.00011797,-0.00004501,0.8723007989903294,-0.7517095357877388,0.0000147290274662,0.000003521395687,,,Eri,1,15471,,0.6286370884130494,,,
15475,15514,20618,995,,59    Ari,,3.332166,27.071134,67.2495,-24.74,-71.1,-0.1,5.91,1.772,G8IV,0.86,38.505294,45.860346,30.605002,0.0000129,0.00000282,-0.00002069,0.872359077499585,0.47248042585289746,-0.0000001199429046,-0.000000344702526,,59,Ari,1,15475,,17.02942561877548,,,
15481,15520,20336,985,,,,3.333129,65.652292,233.6449,11.27,-14.32,-3.0,4.74,-2.103,B2.5Vne,-0.108,61.920738,73.786336,212.864571,-0.00000109,0.00001856,-0.00000948,0.8726110510868907,1.1458486615284587,0.0000000546385018,-0.000000069425319,,,Cam,1,15481,,604.226822049881,BK,4.762,4.712
15484,15523,20699,,,,,3.333843,1.483623,134.0483,-10.34,2.44,0.0,6.73,1.094,K0,0.949,86.122008,102.66402,3.470672,0.00000512,-0.00000435,0.00000159,0.8727980163648225,0.02589409850771375,-0.0000000501297346,0.000000011829453,,,Cet,1,15484,,31.798014276915243,,,
15495,15534,20273,,,,,3.335261,69.731312,180.8318,15.04,-7.41,-9.0,6.6,0.314,A0,-0.01,40.242685,48.008663,169.634329,-0.00000824,0.0000107,-0.00001088,0.8731692590148037,1.2170409776589362,0.0000000729159776,-0.000000035924693,,,Cas,1,15495,,65.22288424656395,,,
15508,15547,19978,961,,,,3.338783,77.73474,81.1688,64.9,-66.2,4.0,5.44,0.893,A6V,0.211,11.064813,13.225077,79.316122,-0.00000269,0.00003658,-0.00000154,0.8740913031356884,1.35672716271676,0.0000003146440787,-0.000000320946656,,,Cep,1,15508,,38.26484865951095,,,
15510,15549,20644,999,,,,3.338989,29.048458,166.3894,-8.21,-16.42,-2.0,4.47,-1.636,K2II-III,1.555,93.334252,111.566498,80.790225,0.00000806,-0.00000069,-0.00001257,0.8741453527219722,0.5069912414439475,-0.0000000398032032,-0.000000079606406,,,Ari,1,15510,,393.00674134185346,,,
15516,15555,20681,,,,,3.339813,19.872715,233.6449,2.82,0.32,0.0,6.9,0.057,K0,1.223,140.954864,168.563349,79.423316,-0.00000253,0.00000195,0.00000034,0.8743609726277757,0.3468443065747763,0.0000000136717458,0.000000001551403,,,Ari,1,15516,,82.64184417157952,,,
15518,15557,20663,1000,,60    Ari,,3.340437,25.662739,91.4077,11.35,-93.32,26.0,6.14,1.335,K3III:,1.241,52.842666,63.21382,39.586308,0.000023,0.00003535,-0.00002576,0.8745243524805865,0.44789929725389754,0.0000000550263527,-0.000000452428126,,60,Ari,1,15518,,25.468302525850405,,,
15543,15582,20852,,,,,3.345717,-26.287801,51.4668,37.46,141.06,0.0,6.92,3.362,F2V,0.407,29.546115,35.444448,-22.793633,0.0000028,0.00001796,0.00003155,0.8759067860980415,-0.45880868506595124,0.0000001816112047,0.000000683878177,,,For,1,15543,,3.937313537008503,,,
15546,15585,20853,1013,,,,3.345889,-26.606506,49.95,41.6,22.84,25.0,6.4,2.907,F7V,0.542,28.594701,34.306239,-22.370738,0.00000849,0.00002591,-0.00000651,0.8759517327217973,-0.464371131099865,0.0000002016824911,0.000000110731444,,,For,1,15546,,5.986872372480595,,,
15558,15597,20716,,,,,3.347629,20.509429,165.8375,5.89,-23.2,0.0,6.78,0.682,K2,1.168,99.395503,119.3593,58.10308,0.00000054,0.00000805,-0.00001747,0.8764071198608505,0.3579570718282363,0.0000000285555258,-0.000000112476773,,,Ari,1,15558,,46.472924167620356,,,
15576,15615,20255,,,,,3.350915,73.699129,312.5,8.73,-11.32,0.0,6.87,-0.604,K0,1.297,56.070827,67.450843,299.937821,0.00000035,0.00002111,-0.00000481,0.8772675843370502,1.2862924577920551,0.0000000423242343,-0.000000054880908,,,Cas,1,15576,,151.9147698447522,,,
15580,15619,20791,1007,,97Kap2Cet,,3.35189,3.67562,98.912,56.05,-25.17,11.0,5.7,0.724,G8.5III,0.964,63.080596,75.922546,6.341026,-0.000013,0.00002641,-0.00001132,0.8775226967080946,0.06415167625847375,0.000000271738068,-0.000000122027603,Kap-2,97,Cet,1,15580,,44.709519246304346,,,
15588,15627,20756,1005,,61Tau1Ari,,3.353784,21.147086,156.0062,21.68,-22.41,14.0,5.27,-0.696,B5IV,-0.067,92.927779,111.95896,56.281371,-0.00000018,0.00002545,-0.00001064,0.878018680691552,0.3690862783409813,0.0000001051076059,-0.000000108646745,Tau-1,61,Ari,1,15588,,165.34840121711517,Tau-1,5.305,5.235
15595,15634,20536,,,,,3.355292,61.999185,305.8104,2.51,-12.55,2.1,6.76,-0.667,B8,0.027,91.65322,110.512138,270.012531,0.00000827,0.0000158,-0.00000684,0.8784134754772046,1.082089910613985,0.0000000121688234,-0.000000060844116,,,Cam,1,15595,,160.99040762157054,,,
15604,15643,20894,1016,,,,3.35667,-23.635135,112.4859,-24.17,-18.93,8.0,5.5,0.245,G8III,0.885,65.755953,79.344329,-45.096851,0.00001229,-0.00000583,-0.00001274,0.8787741036796674,-0.41251092803325373,-0.0000001171794666,-0.000000091775229,,,Eri,1,15604,,69.50243175887965,,,
15609,15648,20677,1002,,32    Per,,3.357381,43.329651,46.1681,-60.43,-0.38,-7.0,4.96,1.638,A3V,0.051,21.424658,25.861789,31.680272,0.00000713,-0.00001259,-0.00000497,0.8789603094870624,0.7562450688799537,-0.0000002929729072,-0.000000001842291,,32,Per,1,15609,,19.266374595240805,,,
15616,15655,21011,1021,,,,3.359286,-47.776661,145.9854,7.04,-13.03,-2.0,6.4,0.578,K0III,0.989,62.548866,75.57986,-108.106688,-0.00000907,-0.00000314,-0.00000468,0.8794591266452272,-0.8338600347481926,0.0000000341308831,-0.000000063171222,,,Hor,1,15616,,51.144625159630465,,,
15622,15660,20911,,,,,3.361647,-20.324651,96.9932,39.02,-14.92,0.0,6.69,1.756,A0V,0.027,57.946254,70.106546,-33.689535,-0.00001569,0.00000981,-0.00000658,0.8800772432751088,-0.3547320839242587,0.0000001891742982,-0.000000072334201,,,Eri,1,15622,,17.282238729497653,,,
15630,15669,20675,1001,,,,3.364577,49.070905,43.7063,180.91,-63.45,24.0,5.94,2.737,F6V,0.468,18.224957,22.084197,33.021185,-0.00001286,0.00004463,0.00000974,0.880844206418758,0.85644885237505,0.0000008770764295,-0.00000030761428,,,Per,1,15630,,7.001643593729745,,,
15653,15692,21068,,,,,3.369265,-46.763361,100.6036,-22.41,-70.89,0.0,6.9,1.887,K3III,1.28,43.79904,53.206125,-73.292814,-0.00000757,-0.00002639,-0.00002368,0.8820714103409741,-0.8161746212386576,-0.0000001086467458,-0.000000343684418,,,Hor,1,15653,,15.317927158934168,,,
15657,15696,20825,1012,,62    Ari,,3.36997,27.607553,271.0027,4.42,-9.88,6.0,5.55,-1.615,G5III,1.1,152.591985,185.435422,125.586157,0.00000279,0.00001253,-0.00000866,0.8822561585016909,0.48184268987857876,0.0000000214287647,-0.000000047899591,,62,Ari,1,15657,,385.4783576657721,,,
15661,15700,20980,1018,,,,3.37119,-25.587802,114.4165,5.11,0.66,25.0,6.36,1.068,A1V,0.01,65.545896,79.705673,-49.415868,0.00001256,0.00001973,-0.00001071,0.8825755837723169,-0.4465913990020125,0.0000000247739791,0.00000000319977,,,For,1,15661,,32.568668220166984,,,
15663,15702,20965,,,,,3.371227,-21.100138,325.7329,-13.21,-25.6,0.0,6.73,-0.834,K2II,1.213,193.019868,234.722209,-117.263538,0.00000687,-0.00002449,-0.00003771,0.882585183615987,-0.3682668869826425,-0.0000000640438872,-0.000000124112302,,,Eri,1,15663,,187.75866989193483,,,
15698,15737,20893,1015,,63Tau2Ari,,3.379234,20.742069,97.371,-49.22,-14.88,2.0,5.1,0.158,K3III,1.231,57.689697,70.454195,34.485075,0.00002076,-0.00001131,-0.00000584,0.8846814650286813,0.3620173957725938,-0.0000002386252936,-0.000000072140275,Tau-2,63,Ari,1,15698,,75.30087105475891,,,
15731,15770,20809,1011,,,,3.386997,49.213269,166.113,20.7,-24.96,4.0,5.32,-0.782,B5V,-0.076,68.575807,84.097166,125.771881,-0.00000161,0.0000244,-0.00001003,0.8867136861187789,0.8589335861669275,0.0000001003564319,-0.000000121009494,,,Per,1,15731,,178.97814394089616,V575,5.339,5.289
15736,15775,21066,,,,,3.388148,-17.439481,166.3894,-15.22,31.12,0.0,6.7,0.594,K0III,1.007,100.281361,123.054467,-49.866613,0.00001427,-0.00000192,0.00002395,0.8870149723493809,-0.30437635585235123,-0.0000000737886422,0.000000150874017,,,Eri,1,15736,,50.396456361264285,,,
15737,15776,21019,1024,GJ 2030A,,,3.38825,-7.794098,37.1471,2.11,-219.54,42.2,6.2,3.35,G2V,0.702,23.249571,28.530933,-5.0377,0.00002333,0.00002923,-0.00004502,0.8870418295087258,-0.13603267214959752,0.0000000102295687,-0.000001064359954,,,Eri,1,15737,GJ 2030,3.9810717055349714,,,
